enrollment_date,gender,age,enrollment_status,aadhaar_generated,region_code,district
2025-08-07,Other,42,Verified,False,KA-BLR,Agra
2025-09-22,Female,70,Rejected,False,MH-MUM,New Delhi
2026-04-11,Male,72,Pending,False,KA-BLR,Coimbatore
2026-02-24,Other,31,Verified,False,UP-AGR,Nashik
2024-05-04,Male,33,Generated,True,KA-BLR,Nashik
2024-07-20,Other,87,Rejected,False,MH-MUM,Bengaluru
2025-06-21,Female,23,Verified,False,MH-MUM,Nashik
2024-10-15,Female,18,Verified,False,MH-PUN,Agra
2025-10-29,Other,31,Generated,True,DL-NDL,Coimbatore
2025-05-16,Other,7,Verified,False,MH-PUN,Nashik
2025-10-19,Female,55,Verified,False,UP-LKO,Nashik
2024-12-15,Female,11,Verified,False,TN-CHN,Pune
2025-01-06,Female,21,Verified,False,MH-PUN,Chennai
2024-08-01,Female,80,Verified,False,DL-NDL,Pune
2025-05-20,Female,47,Generated,True,MH-NSK,Agra
2025-04-08,Male,8,Generated,True,KA-MYS,Pune
2025-10-03,Other,86,Pending,False,KA-MYS,Mumbai
2026-04-08,Female,44,Verified,False,KA-MYS,Lucknow
2025-03-02,Male,53,Verified,False,MH-NSK,Mumbai
2026-02-22,Female,86,Generated,True,TN-CBE,Mysuru
2025-02-14,Female,8,Rejected,False,MH-NSK,Agra
2025-05-11,Other,61,Generated,True,MH-PUN,Mysuru
2024-04-22,Female,93,Verified,False,UP-LKO,Mysuru
2025-02-15,Other,61,Pending,False,TN-CBE,Mumbai
2026-03-30,Female,23,Pending,False,MH-MUM,Nashik
2026-04-03,Other,69,Rejected,False,MH-PUN,Mysuru
2025-06-12,Female,59,Verified,False,UP-LKO,New Delhi
2025-08-13,Female,35,Generated,True,MH-NSK,Pune
2025-05-01,Other,90,Generated,True,TN-CHN,New Delhi
2026-02-07,Male,77,Verified,False,MH-MUM,Coimbatore
2026-01-22,Male,71,Pending,False,DL-NDL,Mumbai
2025-01-13,Other,63,Rejected,False,KA-MYS,Nashik
2025-07-06,Other,61,Rejected,False,KA-MYS,Mumbai
2024-10-01,Other,69,Verified,False,KA-BLR,Coimbatore
2024-12-06,Male,12,Generated,True,KA-BLR,Mysuru
2024-04-19,Female,52,Verified,False,TN-CHN,Chennai
2024-09-01,Male,90,Generated,True,UP-AGR,Mumbai
2024-12-16,Male,88,Rejected,False,KA-MYS,Mysuru
2025-03-08,Other,77,Rejected,False,UP-AGR,Lucknow
2024-06-15,Male,85,Generated,True,MH-MUM,Bengaluru
2025-02-10,Female,57,Pending,False,KA-BLR,New Delhi
2024-06-07,Other,36,Verified,False,KA-MYS,Bengaluru
2025-04-30,Female,79,Generated,True,TN-CHN,Coimbatore
2025-10-14,Male,5,Verified,False,DL-NDL,Nashik
2024-05-12,Female,81,Verified,False,TN-CHN,Mumbai
2026-01-30,Male,90,Generated,True,UP-AGR,Agra
2026-01-19,Male,56,Verified,False,MH-PUN,Mumbai
2025-04-14,Male,12,Rejected,False,MH-PUN,Mumbai
2024-08-12,Female,81,Verified,False,UP-AGR,Bengaluru
2024-06-23,Other,32,Rejected,False,KA-BLR,Agra
2024-07-12,Male,60,Verified,False,TN-CHN,New Delhi
2024-05-10,Other,67,Generated,True,TN-CHN,Lucknow
2024-06-17,Female,58,Verified,False,KA-MYS,New Delhi
2025-12-29,Female,34,Verified,False,MH-PUN,New Delhi
2025-10-11,Female,41,Rejected,False,KA-BLR,Nashik
2025-02-18,Male,39,Verified,False,TN-CBE,Pune
2024-04-25,Male,61,Rejected,False,UP-LKO,New Delhi
2024-12-04,Male,85,Verified,False,UP-LKO,Chennai
2025-07-28,Male,77,Rejected,False,MH-MUM,Agra
2024-10-31,Other,5,Generated,True,DL-NDL,New Delhi
2025-07-21,Female,29,Rejected,False,MH-PUN,Agra
2025-06-17,Female,25,Rejected,False,MH-PUN,Nashik
2025-11-17,Female,58,Verified,False,DL-NDL,Chennai
2025-12-13,Female,85,Pending,False,MH-NSK,Bengaluru
2025-02-15,Male,20,Generated,True,TN-CBE,Coimbatore
2024-07-22,Other,24,Verified,False,MH-NSK,Agra
2026-01-26,Female,44,Verified,False,KA-BLR,Nashik
2024-06-24,Other,80,Rejected,False,KA-MYS,New Delhi
2025-09-08,Male,46,Verified,False,MH-MUM,Agra
2024-08-11,Other,13,Rejected,False,MH-PUN,Mumbai
2026-04-06,Female,36,Pending,False,TN-CBE,Chennai
2024-06-28,Other,50,Verified,False,UP-LKO,Nashik
2024-08-04,Female,36,Rejected,False,TN-CBE,Coimbatore
2025-11-21,Male,70,Pending,False,UP-LKO,New Delhi
2024-12-31,Female,6,Rejected,False,MH-MUM,Pune
2025-11-23,Female,61,Pending,False,TN-CBE,Pune
2024-12-13,Other,26,Verified,False,MH-MUM,Pune
2024-11-26,Female,15,Generated,True,MH-NSK,Nashik
2024-09-12,Male,37,Verified,False,UP-LKO,Pune
2025-06-23,Female,14,Generated,True,TN-CBE,Mumbai
2024-10-23,Female,78,Verified,False,KA-MYS,Nashik
2024-06-05,Female,45,Generated,True,UP-AGR,Mysuru
2024-10-07,Other,41,Verified,False,TN-CHN,Mumbai
2026-03-30,Male,30,Generated,True,KA-MYS,Pune
2024-06-19,Female,38,Verified,False,UP-AGR,Chennai
2025-12-14,Male,38,Verified,False,DL-NDL,Chennai
2025-10-22,Other,88,Verified,False,MH-NSK,Chennai
2026-02-22,Other,72,Pending,False,KA-BLR,Bengaluru
2025-05-11,Male,6,Rejected,False,UP-AGR,Coimbatore
2026-04-13,Female,20,Verified,False,UP-AGR,Chennai
2024-10-31,Female,53,Verified,False,UP-LKO,Chennai
2025-10-09,Female,13,Verified,False,UP-AGR,New Delhi
2025-04-29,Female,66,Pending,False,MH-MUM,Nashik
2026-03-21,Male,43,Pending,False,MH-NSK,Coimbatore
2025-02-18,Male,76,Pending,False,UP-AGR,Bengaluru
2025-12-22,Male,22,Verified,False,UP-AGR,Coimbatore
2025-11-03,Other,8,Verified,False,UP-AGR,Pune
2026-01-09,Female,53,Generated,True,UP-LKO,Chennai
2024-07-31,Male,79,Rejected,False,TN-CHN,Lucknow
2025-03-20,Male,65,Rejected,False,DL-NDL,Mumbai
2025-04-11,Female,11,Verified,False,MH-NSK,Bengaluru
2025-10-08,Male,47,Verified,False,MH-PUN,Chennai
2024-08-04,Female,28,Verified,False,TN-CHN,Chennai
2025-10-19,Female,45,Verified,False,TN-CBE,New Delhi
2024-10-12,Male,46,Pending,False,MH-MUM,Agra
2024-06-11,Male,50,Generated,True,MH-PUN,Bengaluru
2025-05-03,Male,28,Generated,True,MH-NSK,Mumbai
2025-03-24,Other,23,Rejected,False,KA-BLR,Bengaluru
2025-08-06,Male,21,Generated,True,UP-LKO,Mumbai
2025-05-05,Other,95,Verified,False,MH-PUN,Coimbatore
2025-12-01,Male,14,Verified,False,UP-AGR,Coimbatore
2025-04-08,Female,41,Rejected,False,UP-LKO,Bengaluru
2025-09-05,Male,21,Generated,True,MH-PUN,Mumbai
2026-01-30,Male,46,Verified,False,TN-CBE,Agra
2025-04-25,Male,21,Rejected,False,UP-LKO,New Delhi
2024-09-30,Male,82,Generated,True,TN-CHN,Mysuru
2025-04-20,Male,13,Verified,False,TN-CHN,Nashik
2025-03-26,Female,89,Generated,True,KA-MYS,Coimbatore
2025-05-16,Other,32,Verified,False,TN-CHN,Chennai
2025-11-07,Male,63,Verified,False,MH-PUN,Coimbatore
2026-02-19,Female,29,Verified,False,DL-NDL,Chennai
2024-08-04,Other,88,Verified,False,MH-PUN,Mumbai
2025-12-13,Male,17,Generated,True,TN-CHN,Bengaluru
2024-05-28,Other,69,Verified,False,KA-BLR,Chennai
2025-08-03,Other,78,Pending,False,KA-BLR,Bengaluru
2025-09-09,Other,64,Verified,False,MH-NSK,Mysuru
2024-05-12,Male,14,Verified,False,TN-CHN,Nashik
2026-01-29,Female,24,Rejected,False,UP-LKO,Bengaluru
2025-08-13,Female,7,Pending,False,DL-NDL,Mysuru
2026-02-19,Other,85,Pending,False,KA-MYS,Coimbatore
2024-12-19,Male,95,Generated,True,TN-CBE,Chennai
2026-03-13,Female,16,Rejected,False,TN-CBE,Bengaluru
2025-10-15,Female,29,Pending,False,TN-CBE,Mumbai
2024-05-10,Other,5,Verified,False,KA-BLR,Agra
2025-02-21,Female,73,Verified,False,MH-MUM,Pune
2024-09-29,Other,82,Rejected,False,KA-BLR,Coimbatore
2025-09-17,Other,85,Verified,False,UP-AGR,Bengaluru
2024-07-02,Male,65,Rejected,False,MH-PUN,New Delhi
2024-11-30,Other,49,Generated,True,MH-MUM,Coimbatore
2026-01-20,Other,91,Verified,False,MH-MUM,Agra
2024-09-27,Female,22,Verified,False,KA-MYS,Bengaluru
2025-03-09,Other,13,Generated,True,KA-MYS,Lucknow
2025-11-29,Female,34,Generated,True,KA-BLR,Pune
2025-12-13,Other,65,Rejected,False,UP-AGR,Nashik
2024-06-11,Male,83,Generated,True,TN-CHN,Coimbatore
2024-09-16,Female,55,Generated,True,MH-NSK,Nashik
2026-03-13,Female,7,Verified,False,MH-PUN,Bengaluru
2025-12-26,Other,39,Verified,False,UP-LKO,Lucknow
2024-08-29,Other,60,Verified,False,MH-PUN,Lucknow
2025-07-03,Female,51,Pending,False,UP-LKO,Agra
2025-07-17,Female,82,Rejected,False,KA-MYS,Bengaluru
2026-01-18,Male,95,Rejected,False,MH-MUM,Mysuru
2025-01-05,Other,70,Verified,False,MH-MUM,Mysuru
2024-07-15,Male,47,Generated,True,UP-AGR,Bengaluru
2026-01-17,Male,7,Pending,False,MH-MUM,Lucknow
2024-10-08,Female,32,Rejected,False,MH-NSK,Nashik
2025-06-22,Other,79,Verified,False,UP-LKO,Mumbai
2025-02-12,Other,71,Rejected,False,KA-BLR,Agra
2024-09-13,Male,14,Rejected,False,UP-LKO,Bengaluru
2024-08-28,Female,59,Verified,False,KA-BLR,Mysuru
2025-02-21,Other,81,Verified,False,TN-CHN,Nashik
2026-01-08,Male,29,Verified,False,MH-PUN,Nashik
2024-05-11,Female,59,Verified,False,MH-NSK,New Delhi
2025-07-09,Female,18,Verified,False,UP-AGR,Pune
2024-07-02,Male,73,Generated,True,KA-BLR,Chennai
2025-10-07,Male,49,Generated,True,UP-LKO,Mysuru
2026-04-16,Other,86,Rejected,False,TN-CBE,New Delhi
2025-11-28,Female,55,Generated,True,UP-AGR,Mumbai
2024-10-24,Male,58,Generated,True,TN-CHN,Chennai
2025-02-01,Female,75,Pending,False,DL-NDL,Coimbatore
2024-12-08,Female,84,Verified,False,MH-PUN,Mumbai
2025-04-20,Male,94,Generated,True,UP-LKO,Chennai
2025-11-12,Male,8,Pending,False,KA-BLR,Chennai
2025-03-08,Other,65,Verified,False,TN-CBE,Mumbai
2025-03-02,Female,45,Verified,False,MH-MUM,Coimbatore
2025-07-26,Female,56,Pending,False,DL-NDL,Mumbai
2025-04-22,Male,90,Verified,False,UP-LKO,Mumbai
2025-10-12,Other,59,Rejected,False,MH-MUM,Mysuru
2025-05-08,Male,12,Rejected,False,MH-MUM,Agra
2025-02-07,Male,78,Rejected,False,KA-BLR,Mumbai
2025-10-19,Other,12,Verified,False,KA-MYS,Nashik
2024-05-15,Female,32,Verified,False,UP-LKO,Pune
2025-08-26,Other,55,Verified,False,TN-CBE,New Delhi
2025-05-11,Other,45,Verified,False,KA-MYS,Chennai
2025-08-30,Male,57,Verified,False,DL-NDL,Lucknow
2026-03-20,Male,82,Generated,True,KA-BLR,Nashik
2025-12-03,Other,64,Verified,False,KA-BLR,Pune
2024-08-08,Female,63,Verified,False,TN-CHN,Lucknow
2024-07-23,Female,76,Pending,False,TN-CBE,Agra
2024-10-17,Female,77,Verified,False,UP-AGR,Coimbatore
2024-05-23,Female,27,Verified,False,TN-CHN,Agra
2025-03-06,Female,53,Verified,False,KA-BLR,Chennai
2024-12-25,Male,25,Verified,False,DL-NDL,Bengaluru
2025-10-07,Male,61,Pending,False,KA-MYS,Bengaluru
2024-10-15,Female,69,Verified,False,TN-CHN,Chennai
2024-10-22,Other,68,Verified,False,KA-MYS,Bengaluru
2025-09-16,Other,57,Verified,False,KA-MYS,Nashik
2025-05-24,Male,88,Generated,True,KA-MYS,Pune
2025-10-13,Other,37,Verified,False,UP-LKO,New Delhi
2024-09-08,Other,81,Rejected,False,TN-CHN,Nashik
2025-01-14,Other,7,Rejected,False,TN-CBE,Agra
2025-02-15,Other,14,Generated,True,MH-PUN,Pune
2024-11-28,Other,82,Generated,True,TN-CBE,New Delhi
2025-04-05,Male,10,Generated,True,MH-MUM,Nashik
2025-07-12,Other,86,Rejected,False,KA-MYS,Nashik
2025-12-27,Male,13,Generated,True,UP-LKO,New Delhi
2025-12-10,Male,16,Generated,True,TN-CHN,Nashik
2024-09-17,Female,42,Rejected,False,MH-MUM,Mumbai
2026-01-26,Male,20,Rejected,False,UP-LKO,Mysuru
2026-02-24,Female,87,Generated,True,UP-AGR,Lucknow
2024-09-30,Other,41,Rejected,False,UP-AGR,Mumbai
2025-10-20,Other,28,Verified,False,TN-CHN,Chennai
2025-01-17,Male,87,Verified,False,MH-MUM,Chennai
2024-11-05,Male,11,Generated,True,MH-PUN,New Delhi
2026-03-28,Other,71,Verified,False,MH-NSK,Agra
2026-03-16,Male,53,Generated,True,TN-CHN,Bengaluru
2024-05-16,Other,88,Rejected,False,MH-PUN,Agra
2025-05-29,Male,66,Verified,False,DL-NDL,Coimbatore
2025-05-08,Male,38,Verified,False,TN-CHN,Mysuru
2025-02-03,Other,44,Generated,True,DL-NDL,Coimbatore
2025-06-08,Other,19,Verified,False,TN-CHN,Agra
2025-12-19,Female,48,Generated,True,KA-MYS,Mysuru
2025-05-08,Male,45,Verified,False,TN-CBE,Bengaluru
2024-10-25,Female,42,Pending,False,KA-MYS,Bengaluru
2024-04-19,Female,67,Verified,False,DL-NDL,Chennai
2024-07-26,Male,31,Verified,False,UP-AGR,Pune
2024-12-17,Male,90,Verified,False,KA-MYS,Mysuru
2026-02-22,Male,59,Verified,False,TN-CBE,Nashik
2024-05-10,Other,9,Verified,False,DL-NDL,New Delhi
2026-04-10,Other,63,Verified,False,TN-CHN,Coimbatore
2025-06-20,Female,88,Rejected,False,DL-NDL,Mysuru
2024-05-13,Other,84,Verified,False,MH-PUN,Mumbai
2025-07-12,Male,43,Verified,False,TN-CBE,New Delhi
2026-01-07,Female,5,Verified,False,MH-MUM,Bengaluru
2025-10-20,Female,16,Verified,False,KA-MYS,Bengaluru
2025-09-08,Male,94,Verified,False,KA-MYS,Mumbai
2025-03-02,Other,50,Verified,False,MH-NSK,Nashik
2025-06-15,Other,94,Verified,False,MH-PUN,Chennai
2025-02-27,Other,71,Verified,False,KA-MYS,Lucknow
2024-05-08,Male,77,Verified,False,TN-CBE,Mumbai
2025-08-08,Other,72,Rejected,False,UP-AGR,Mumbai
2025-01-16,Other,7,Verified,False,MH-MUM,Nashik
2024-12-29,Other,77,Verified,False,UP-AGR,New Delhi
2024-10-21,Female,65,Rejected,False,MH-PUN,Chennai
2025-10-04,Female,32,Verified,False,TN-CHN,Coimbatore
2026-03-19,Female,57,Rejected,False,TN-CHN,Coimbatore
2025-09-13,Female,34,Rejected,False,KA-BLR,Mumbai
2026-01-31,Female,80,Pending,False,UP-AGR,New Delhi
2025-03-07,Female,46,Verified,False,TN-CHN,Agra
2024-07-12,Other,37,Verified,False,KA-MYS,Chennai
2024-09-16,Female,89,Pending,False,DL-NDL,Pune
2026-01-08,Male,69,Generated,True,MH-NSK,Mysuru
2024-07-11,Other,90,Verified,False,MH-NSK,Nashik
2025-03-15,Male,22,Rejected,False,KA-MYS,Coimbatore
2025-12-09,Other,58,Verified,False,UP-LKO,Pune
2025-06-27,Male,93,Generated,True,KA-BLR,Chennai
2025-07-11,Female,12,Verified,False,UP-LKO,Mysuru
2025-05-10,Other,51,Verified,False,UP-LKO,Coimbatore
2026-04-01,Male,77,Generated,True,UP-LKO,Pune
2025-12-07,Female,75,Rejected,False,KA-BLR,Lucknow
2025-09-07,Other,12,Verified,False,TN-CHN,Mysuru
2025-08-24,Male,93,Verified,False,TN-CHN,Coimbatore
2025-09-29,Female,85,Rejected,False,MH-NSK,Bengaluru
2025-01-07,Other,91,Rejected,False,TN-CHN,Pune
2025-04-13,Other,11,Verified,False,UP-LKO,Coimbatore
2025-06-27,Female,68,Verified,False,TN-CHN,Agra
2025-02-28,Male,26,Verified,False,MH-NSK,Agra
2024-11-17,Male,8,Verified,False,TN-CBE,Coimbatore
2025-09-22,Other,67,Verified,False,UP-LKO,New Delhi
2025-09-09,Female,92,Rejected,False,UP-LKO,Agra
2025-06-04,Female,28,Rejected,False,TN-CBE,Bengaluru
2024-08-11,Other,56,Verified,False,KA-BLR,Nashik
2025-11-20,Other,58,Verified,False,TN-CHN,Chennai
2024-05-19,Other,20,Verified,False,MH-PUN,Pune
2026-04-12,Male,25,Verified,False,TN-CBE,Bengaluru
2024-07-10,Other,75,Verified,False,MH-PUN,Chennai
2024-08-19,Other,92,Rejected,False,MH-MUM,Bengaluru
2025-07-29,Male,70,Generated,True,TN-CBE,Mumbai
2025-04-06,Male,95,Rejected,False,KA-MYS,Mysuru
2024-10-25,Other,16,Verified,False,UP-LKO,Pune
2024-08-23,Female,28,Rejected,False,MH-PUN,Lucknow
2025-02-01,Other,44,Verified,False,DL-NDL,Pune
2024-05-04,Other,25,Rejected,False,TN-CHN,Bengaluru
2025-02-13,Other,11,Rejected,False,MH-PUN,Coimbatore
2024-11-29,Female,12,Pending,False,MH-NSK,Coimbatore
2024-05-19,Other,71,Pending,False,MH-PUN,Lucknow
2026-04-06,Female,55,Verified,False,KA-MYS,Lucknow
2024-07-23,Male,45,Generated,True,DL-NDL,Mumbai
2025-01-22,Other,27,Verified,False,DL-NDL,Pune
2025-10-30,Other,61,Rejected,False,UP-AGR,New Delhi
2024-11-29,Other,16,Verified,False,KA-BLR,Nashik
2024-04-26,Male,65,Generated,True,KA-MYS,Pune
2025-06-22,Female,23,Verified,False,MH-NSK,Bengaluru
2024-09-05,Female,52,Generated,True,KA-MYS,Mumbai
2025-01-22,Male,77,Verified,False,MH-PUN,Mysuru
2024-11-14,Other,56,Pending,False,TN-CBE,Pune
2026-03-11,Other,72,Generated,True,TN-CBE,Bengaluru
2025-02-22,Female,71,Verified,False,MH-NSK,Lucknow
2026-02-03,Female,25,Pending,False,TN-CBE,Chennai
2026-03-21,Female,48,Verified,False,MH-NSK,Chennai
2025-06-16,Male,6,Verified,False,DL-NDL,Lucknow
2026-03-09,Female,64,Verified,False,UP-LKO,Lucknow
2025-05-09,Other,70,Verified,False,DL-NDL,Coimbatore
2024-07-06,Male,83,Verified,False,MH-NSK,Coimbatore
2025-01-25,Male,74,Generated,True,KA-BLR,Nashik
2024-12-09,Male,26,Rejected,False,TN-CHN,Agra
2024-07-18,Other,58,Generated,True,MH-MUM,Mysuru
2026-01-07,Female,78,Verified,False,DL-NDL,Lucknow
2025-04-19,Male,71,Generated,True,MH-MUM,Chennai
2026-01-29,Male,41,Generated,True,DL-NDL,Agra
2024-11-14,Female,94,Verified,False,MH-MUM,Bengaluru
2024-11-28,Other,31,Verified,False,MH-NSK,Lucknow
2024-07-25,Male,92,Verified,False,TN-CHN,Nashik
2024-05-31,Female,13,Verified,False,UP-AGR,Coimbatore
2026-01-17,Other,6,Verified,False,TN-CHN,New Delhi
2025-03-26,Male,19,Verified,False,KA-BLR,Mysuru
2024-10-12,Male,14,Rejected,False,MH-MUM,Nashik
2025-02-02,Other,87,Rejected,False,UP-AGR,Pune
2025-07-14,Female,34,Pending,False,DL-NDL,Coimbatore
2025-09-11,Male,48,Verified,False,MH-NSK,New Delhi
2025-01-05,Female,35,Verified,False,MH-PUN,Coimbatore
2025-04-18,Other,37,Generated,True,DL-NDL,Pune
2025-01-10,Other,7,Verified,False,KA-BLR,Nashik
2025-10-13,Female,24,Pending,False,DL-NDL,Agra
2024-08-06,Other,78,Verified,False,MH-NSK,Mumbai
2024-06-13,Male,58,Verified,False,UP-LKO,Pune
2025-12-21,Female,60,Pending,False,MH-PUN,Pune
2024-09-19,Male,31,Pending,False,KA-MYS,Mumbai
2025-07-14,Other,92,Rejected,False,UP-AGR,Coimbatore
2025-06-25,Other,28,Rejected,False,UP-AGR,Bengaluru
2025-04-06,Male,69,Pending,False,TN-CHN,Mumbai
2025-07-06,Female,47,Verified,False,MH-PUN,Nashik
2025-10-25,Other,71,Verified,False,KA-BLR,Mumbai
2024-12-17,Male,14,Verified,False,TN-CBE,Mumbai
2025-06-26,Other,41,Verified,False,MH-PUN,Agra
2024-08-15,Other,55,Rejected,False,TN-CBE,Coimbatore
2024-12-25,Female,5,Generated,True,MH-NSK,Chennai
2024-12-12,Male,88,Generated,True,MH-MUM,New Delhi
2026-04-02,Female,77,Rejected,False,DL-NDL,Chennai
2024-07-20,Male,54,Verified,False,MH-PUN,Coimbatore
2025-07-15,Other,57,Verified,False,UP-AGR,Lucknow
2024-10-09,Male,51,Verified,False,UP-LKO,Coimbatore
2024-11-01,Other,93,Verified,False,MH-MUM,Lucknow
2026-03-31,Male,47,Verified,False,UP-LKO,Mumbai
2025-11-10,Male,67,Rejected,False,KA-MYS,Pune
2025-07-26,Female,8,Verified,False,MH-MUM,Chennai
2025-11-16,Female,64,Verified,False,MH-MUM,Pune
2024-10-02,Female,89,Verified,False,DL-NDL,Mysuru
2025-11-20,Female,87,Verified,False,KA-MYS,Agra
2024-10-01,Female,46,Verified,False,TN-CBE,New Delhi
2025-08-28,Other,26,Verified,False,MH-MUM,Pune
2025-02-05,Other,7,Verified,False,UP-AGR,Agra
2025-06-01,Female,35,Rejected,False,UP-LKO,Mysuru
2024-09-28,Other,62,Verified,False,UP-LKO,Chennai
2026-01-01,Male,88,Generated,True,MH-NSK,Mysuru
2025-04-08,Female,23,Verified,False,TN-CBE,Lucknow
2025-11-03,Other,18,Verified,False,KA-BLR,Mumbai
2025-06-16,Male,49,Rejected,False,UP-LKO,New Delhi
2024-05-26,Female,32,Generated,True,MH-NSK,Bengaluru
2024-05-21,Other,29,Rejected,False,UP-AGR,Agra
2026-03-12,Female,87,Verified,False,KA-MYS,Coimbatore
2024-05-23,Other,29,Pending,False,UP-AGR,Mysuru
2025-12-11,Male,33,Verified,False,UP-LKO,Chennai
2025-06-16,Other,29,Verified,False,MH-NSK,Agra
2024-12-20,Other,54,Pending,False,MH-MUM,Chennai
2025-08-15,Other,41,Verified,False,MH-MUM,Chennai
2025-08-16,Female,12,Verified,False,MH-NSK,Pune
2025-12-08,Female,22,Verified,False,TN-CHN,Mysuru
2025-02-11,Male,66,Verified,False,TN-CHN,Agra
2024-08-11,Other,57,Verified,False,TN-CHN,New Delhi
2026-04-06,Male,14,Verified,False,MH-PUN,Mumbai
2024-08-16,Male,86,Generated,True,TN-CHN,Mysuru
2024-11-23,Female,5,Verified,False,MH-PUN,Pune
2026-01-31,Other,76,Rejected,False,MH-MUM,Coimbatore
2024-10-23,Male,43,Verified,False,TN-CBE,Mumbai
2025-05-22,Female,53,Verified,False,TN-CBE,Lucknow
2025-10-15,Male,25,Verified,False,KA-MYS,Bengaluru
2025-11-17,Female,39,Verified,False,KA-MYS,Agra
2024-11-03,Female,91,Generated,True,KA-MYS,Mysuru
2025-04-02,Other,53,Verified,False,TN-CHN,Bengaluru
2024-09-03,Other,20,Rejected,False,MH-MUM,Nashik
2026-01-07,Female,56,Pending,False,KA-MYS,Bengaluru
2026-02-08,Other,48,Generated,True,UP-AGR,Pune
2025-04-21,Female,72,Verified,False,MH-MUM,Lucknow
2024-09-04,Female,93,Verified,False,MH-PUN,Chennai
2024-05-15,Other,14,Verified,False,TN-CBE,Chennai
2025-10-12,Male,77,Verified,False,MH-MUM,Bengaluru
2024-06-22,Male,59,Rejected,False,MH-MUM,Pune
2024-09-27,Other,78,Rejected,False,KA-BLR,Pune
2026-04-06,Male,23,Verified,False,MH-PUN,Nashik
2026-02-08,Female,19,Rejected,False,TN-CBE,Lucknow
2025-03-01,Female,66,Rejected,False,MH-MUM,Coimbatore
2024-06-18,Male,31,Verified,False,UP-LKO,Lucknow
2025-06-03,Other,65,Pending,False,KA-MYS,Agra
2025-12-22,Male,72,Verified,False,MH-PUN,New Delhi
2025-07-17,Female,37,Rejected,False,TN-CBE,New Delhi
2024-11-01,Female,18,Rejected,False,TN-CHN,Chennai
2025-08-13,Male,26,Verified,False,UP-LKO,Lucknow
2025-11-29,Female,16,Pending,False,UP-AGR,Coimbatore
2024-11-29,Other,90,Verified,False,KA-MYS,Coimbatore
2026-04-04,Female,94,Verified,False,KA-MYS,Pune
2024-09-19,Other,55,Verified,False,TN-CBE,Chennai
2024-05-01,Other,32,Verified,False,UP-LKO,Mysuru
2025-06-15,Female,61,Pending,False,UP-LKO,Lucknow
2025-06-18,Female,7,Verified,False,MH-PUN,Agra
2025-03-28,Other,72,Pending,False,MH-MUM,Bengaluru
2024-06-22,Female,10,Verified,False,TN-CHN,Coimbatore
2026-04-16,Other,49,Pending,False,KA-MYS,Chennai
2025-10-30,Female,61,Rejected,False,TN-CHN,Lucknow
2025-05-05,Female,64,Rejected,False,TN-CHN,Chennai
2024-11-18,Female,49,Pending,False,UP-LKO,Mumbai
2024-06-13,Female,77,Verified,False,KA-BLR,Chennai
2025-03-02,Female,61,Generated,True,MH-MUM,Mumbai
2024-10-11,Other,9,Rejected,False,KA-MYS,Lucknow
2024-09-07,Male,70,Verified,False,MH-NSK,Coimbatore
2025-06-23,Male,44,Rejected,False,UP-LKO,New Delhi
2025-06-21,Male,76,Verified,False,MH-PUN,Lucknow
2025-06-17,Other,75,Pending,False,KA-BLR,Lucknow
2024-09-06,Other,23,Verified,False,TN-CHN,Mumbai
2026-03-19,Other,17,Pending,False,KA-BLR,Mumbai
2025-12-29,Other,36,Verified,False,UP-LKO,Nashik
2024-06-17,Other,86,Verified,False,UP-AGR,Mysuru
2024-06-07,Other,92,Rejected,False,UP-AGR,Bengaluru
2025-10-16,Male,19,Pending,False,KA-MYS,Chennai
2024-08-24,Female,65,Pending,False,TN-CHN,Mumbai
2025-12-19,Female,32,Verified,False,MH-MUM,Lucknow
2024-09-13,Male,12,Verified,False,KA-MYS,Chennai
2024-12-14,Other,79,Generated,True,TN-CBE,New Delhi
2025-02-27,Other,49,Generated,True,MH-PUN,Mysuru
2025-05-14,Male,34,Rejected,False,UP-AGR,Pune
2025-12-17,Female,42,Verified,False,DL-NDL,New Delhi
2024-09-11,Other,65,Generated,True,TN-CHN,Agra
2024-09-13,Other,30,Verified,False,UP-AGR,Lucknow
2026-03-18,Other,83,Verified,False,MH-NSK,Pune
2024-11-05,Female,57,Pending,False,MH-NSK,Mumbai
2025-01-14,Female,37,Pending,False,MH-NSK,New Delhi
2024-12-20,Male,56,Verified,False,UP-LKO,Lucknow
2025-04-16,Male,85,Pending,False,DL-NDL,Nashik
2025-05-16,Male,71,Verified,False,UP-LKO,Bengaluru
2025-04-10,Male,47,Rejected,False,MH-PUN,Agra
2024-09-20,Male,95,Verified,False,TN-CBE,Bengaluru
2026-01-10,Female,18,Rejected,False,MH-PUN,Bengaluru
2026-04-18,Other,47,Verified,False,TN-CHN,Lucknow
2025-04-21,Male,7,Rejected,False,KA-MYS,New Delhi
2025-06-22,Male,31,Verified,False,UP-AGR,Nashik
2025-10-06,Other,30,Verified,False,MH-NSK,Mysuru
2026-02-04,Female,59,Verified,False,UP-LKO,Agra
2024-08-30,Other,77,Verified,False,TN-CBE,Chennai
2025-03-13,Male,82,Pending,False,DL-NDL,Bengaluru
2025-11-04,Male,49,Verified,False,KA-BLR,Chennai
2025-02-26,Other,20,Verified,False,KA-BLR,Chennai
2025-05-10,Other,14,Rejected,False,KA-BLR,Coimbatore
2026-01-31,Other,55,Pending,False,TN-CHN,Lucknow
