update_date,update_type,update_status,region_code,district
2025-01-28,DOB,Approved,MH-PUN,Pune
2025-06-20,Email,Rejected,DL-NDL,Lucknow
2026-03-17,Email,Approved,TN-CBE,Pune
2025-05-26,Photo,Approved,KA-BLR,Lucknow
2025-07-23,Mobile,Pending,KA-MYS,Mysuru
2025-05-06,Biometric,Rejected,DL-NDL,Pune
2024-06-01,Mobile,Approved,TN-CBE,Agra
2025-10-26,Address,Approved,DL-NDL,Mumbai
2024-04-21,Photo,Pending,MH-NSK,Agra
2025-09-28,Name,Pending,TN-CHN,New Delhi
2024-05-05,Email,Approved,MH-NSK,Coimbatore
2025-01-02,Mobile,Rejected,UP-AGR,Chennai
2026-04-07,Photo,Approved,KA-BLR,Lucknow
2026-01-14,Photo,Pending,TN-CHN,Lucknow
2025-12-18,Address,Approved,TN-CHN,Lucknow
2024-11-09,Name,Pending,TN-CBE,New Delhi
2025-11-20,Mobile,Pending,UP-AGR,Mysuru
2025-07-04,Email,Pending,UP-LKO,Chennai
2025-05-13,Biometric,Approved,KA-MYS,Nashik
2025-04-19,Photo,Approved,UP-LKO,Lucknow
2025-10-04,Email,Approved,TN-CBE,Pune
2025-03-06,Mobile,Rejected,TN-CBE,Mumbai
2026-02-04,Biometric,Pending,UP-AGR,Agra
2026-04-04,Email,Approved,MH-PUN,New Delhi
2024-11-10,Mobile,Approved,TN-CHN,Mumbai
2025-04-19,Biometric,Approved,MH-NSK,Bengaluru
2024-09-16,DOB,Rejected,MH-MUM,Agra
2024-10-17,Mobile,Approved,TN-CBE,Coimbatore
2024-09-13,Email,Approved,MH-NSK,Mumbai
2025-02-18,Photo,Approved,TN-CHN,Nashik
2026-01-31,DOB,Approved,TN-CBE,Chennai
2025-04-12,Name,Approved,MH-MUM,Coimbatore
2024-11-26,Name,Approved,UP-AGR,Chennai
2024-07-28,Mobile,Pending,MH-NSK,Agra
2025-12-04,Biometric,Rejected,KA-BLR,Pune
2025-02-09,Mobile,Approved,MH-NSK,Agra
2025-10-28,Name,Approved,MH-PUN,Mysuru
2024-11-07,Address,Approved,UP-LKO,Lucknow
2024-10-23,Biometric,Approved,UP-AGR,Chennai
2024-07-03,Photo,Approved,MH-NSK,Mysuru
2024-11-20,Name,Approved,KA-MYS,Bengaluru
2024-12-09,Name,Approved,TN-CBE,Coimbatore
2025-01-20,Biometric,Pending,MH-PUN,Pune
2025-08-02,Email,Approved,MH-MUM,Mumbai
2025-06-18,Photo,Approved,UP-AGR,Agra
2025-03-15,DOB,Approved,KA-BLR,Mumbai
2025-07-26,Mobile,Rejected,KA-MYS,Mysuru
2024-05-19,Biometric,Pending,MH-NSK,Mysuru
2025-10-23,DOB,Approved,TN-CBE,New Delhi
2026-04-07,Name,Approved,UP-AGR,Mysuru
2024-07-25,Photo,Pending,MH-PUN,Pune
2024-12-19,Photo,Pending,UP-LKO,Bengaluru
2024-12-07,Name,Approved,KA-BLR,New Delhi
2024-09-03,Address,Approved,MH-MUM,Mumbai
2025-10-05,Mobile,Approved,MH-PUN,Mysuru
2025-11-21,Biometric,Rejected,KA-BLR,New Delhi
2024-09-20,Name,Approved,MH-NSK,Coimbatore
2024-08-29,Email,Approved,DL-NDL,Pune
2025-05-05,Mobile,Approved,TN-CHN,Agra
2026-04-17,Photo,Approved,UP-AGR,Chennai
2025-09-26,DOB,Approved,UP-LKO,Nashik
2024-09-11,Address,Rejected,TN-CHN,Agra
2024-07-20,Name,Approved,TN-CHN,Bengaluru
2026-01-28,DOB,Rejected,MH-NSK,New Delhi
2025-01-26,DOB,Pending,UP-AGR,Pune
2025-08-07,Photo,Approved,MH-MUM,Mysuru
2025-03-24,DOB,Approved,TN-CHN,Nashik
2026-02-27,Address,Approved,KA-BLR,New Delhi
2024-08-16,Photo,Approved,MH-NSK,Lucknow
2025-02-28,DOB,Approved,MH-NSK,Mumbai
2026-01-26,DOB,Approved,UP-LKO,Bengaluru
2025-06-17,Photo,Pending,TN-CHN,Coimbatore
2024-11-23,Name,Approved,KA-BLR,Lucknow
2024-10-31,Photo,Approved,UP-LKO,Mysuru
2024-07-26,Biometric,Rejected,TN-CHN,Agra
2024-12-07,Mobile,Approved,UP-LKO,Nashik
2026-02-12,Name,Approved,DL-NDL,Chennai
2025-04-20,Photo,Rejected,TN-CHN,Mumbai
2025-10-22,Biometric,Pending,MH-MUM,Mumbai
2026-02-07,Email,Pending,DL-NDL,Bengaluru
2025-06-24,DOB,Approved,MH-PUN,Agra
2026-03-19,Email,Pending,TN-CHN,Chennai
2025-03-24,Biometric,Approved,UP-AGR,Chennai
2024-04-24,Name,Approved,UP-LKO,Lucknow
2024-06-06,Mobile,Pending,KA-MYS,Nashik
2025-07-17,Name,Approved,MH-MUM,Mumbai
2025-03-08,Photo,Rejected,MH-NSK,Coimbatore
2024-05-27,Biometric,Pending,TN-CHN,Agra
2024-08-26,Mobile,Rejected,MH-NSK,Pune
2024-09-18,Mobile,Approved,KA-BLR,Coimbatore
2025-08-25,DOB,Rejected,KA-MYS,Pune
2024-07-27,DOB,Approved,DL-NDL,New Delhi
2025-07-26,Address,Approved,UP-AGR,Agra
2024-11-10,Address,Approved,MH-NSK,Bengaluru
2025-05-28,Name,Pending,UP-LKO,Coimbatore
2025-11-10,DOB,Rejected,KA-MYS,Chennai
2025-11-14,Email,Pending,KA-MYS,Mysuru
2024-11-29,Photo,Approved,TN-CBE,New Delhi
2024-11-02,Mobile,Approved,MH-PUN,Mumbai
2025-04-28,DOB,Rejected,MH-NSK,Mysuru
2026-04-03,DOB,Approved,UP-LKO,Nashik
2024-10-31,Address,Approved,MH-PUN,Nashik
2025-10-27,Mobile,Approved,MH-MUM,Mumbai
2026-02-03,Photo,Rejected,KA-BLR,Agra
2025-01-22,DOB,Approved,MH-MUM,New Delhi
2024-06-26,Email,Approved,MH-MUM,Lucknow
2024-12-17,Photo,Rejected,TN-CHN,Mumbai
2024-07-17,Address,Approved,TN-CBE,Chennai
2025-05-08,DOB,Approved,UP-LKO,Bengaluru
2024-12-10,Name,Approved,KA-MYS,Agra
2025-09-24,Name,Approved,UP-AGR,Agra
2024-04-26,DOB,Approved,MH-NSK,Lucknow
2025-09-02,Address,Approved,MH-NSK,New Delhi
2025-09-22,Biometric,Pending,KA-BLR,Pune
2024-06-20,Address,Approved,KA-MYS,Lucknow
2025-07-15,Biometric,Rejected,TN-CHN,Coimbatore
2026-01-15,Biometric,Approved,DL-NDL,Mysuru
2025-09-08,Email,Rejected,TN-CBE,Pune
2025-12-14,Name,Rejected,TN-CBE,New Delhi
2025-08-13,Name,Approved,TN-CHN,Mysuru
2025-11-20,Name,Rejected,KA-BLR,New Delhi
2025-09-18,Photo,Pending,UP-AGR,Nashik
2025-03-11,Name,Rejected,TN-CBE,Nashik
2025-08-14,Address,Approved,KA-BLR,Coimbatore
2026-03-28,Email,Pending,TN-CBE,Coimbatore
2025-05-31,Address,Approved,MH-MUM,New Delhi
2024-12-20,Mobile,Rejected,MH-NSK,Mysuru
2025-06-17,DOB,Rejected,UP-LKO,Mysuru
2025-06-19,Mobile,Approved,MH-NSK,Agra
2024-10-17,Address,Approved,KA-BLR,Mysuru
2025-08-11,Mobile,Approved,TN-CHN,Chennai
2024-08-10,Name,Approved,UP-LKO,Pune
2025-10-02,Address,Approved,UP-AGR,Agra
2025-12-25,Email,Pending,UP-LKO,Lucknow
2025-04-06,Biometric,Pending,KA-BLR,Lucknow
2024-06-05,Name,Rejected,MH-MUM,Nashik
2024-10-25,Photo,Rejected,TN-CHN,Nashik
2025-04-18,Name,Pending,UP-AGR,Mysuru
2024-07-11,Address,Approved,KA-MYS,New Delhi
2024-07-23,DOB,Pending,TN-CHN,New Delhi
2024-05-30,Mobile,Approved,MH-NSK,Nashik
2024-05-17,Photo,Rejected,TN-CBE,New Delhi
2024-09-24,Name,Approved,KA-MYS,Lucknow
2025-11-20,Name,Approved,KA-BLR,Mysuru
2026-02-21,Name,Pending,KA-MYS,Pune
2026-03-07,Mobile,Approved,MH-MUM,Coimbatore
2025-09-28,Email,Rejected,KA-MYS,Coimbatore
2025-07-08,Name,Approved,MH-MUM,Bengaluru
2024-05-07,Name,Rejected,DL-NDL,Mumbai
2026-04-18,Email,Pending,UP-AGR,Pune
2024-08-12,Name,Approved,MH-PUN,Lucknow
2024-09-30,Photo,Approved,DL-NDL,Mysuru
2024-04-25,DOB,Approved,KA-MYS,Agra
2025-07-09,Biometric,Rejected,KA-BLR,Nashik
2025-10-25,DOB,Pending,MH-PUN,Mysuru
2026-04-17,Address,Rejected,TN-CBE,Nashik
2025-04-22,Biometric,Approved,UP-LKO,Mumbai
2025-01-12,Biometric,Approved,UP-AGR,Bengaluru
2025-01-01,Email,Approved,MH-PUN,Mysuru
2025-06-30,Biometric,Rejected,KA-MYS,Agra
2024-04-27,Biometric,Approved,MH-MUM,Nashik
2024-11-28,Mobile,Rejected,KA-MYS,Nashik
2024-08-31,Photo,Approved,MH-NSK,Mumbai
2026-01-29,Biometric,Rejected,UP-AGR,Nashik
2025-08-02,Email,Approved,KA-BLR,Lucknow
2025-04-28,Address,Approved,MH-MUM,Pune
2025-08-18,Mobile,Approved,KA-MYS,Agra
2025-01-31,Mobile,Approved,MH-NSK,Mysuru
2024-05-26,Name,Approved,KA-MYS,Mumbai
2024-05-02,Address,Approved,MH-MUM,Agra
2025-05-17,Mobile,Pending,TN-CHN,New Delhi
2025-07-04,Biometric,Rejected,MH-MUM,Coimbatore
2025-09-14,Address,Approved,MH-MUM,Pune
2025-08-17,Biometric,Approved,DL-NDL,Chennai
2024-12-28,Biometric,Rejected,MH-MUM,Mysuru
2024-09-14,Mobile,Approved,MH-MUM,New Delhi
2025-04-22,Photo,Pending,KA-MYS,Nashik
2025-06-22,Mobile,Pending,DL-NDL,Mumbai
2024-11-12,Name,Approved,TN-CBE,Chennai
2025-04-16,DOB,Approved,MH-NSK,Bengaluru
2025-06-20,DOB,Approved,DL-NDL,Chennai
2024-05-24,Biometric,Pending,MH-NSK,Agra
2026-03-02,DOB,Pending,KA-MYS,Nashik
2026-01-14,Photo,Approved,TN-CBE,Mumbai
2024-06-25,Name,Pending,MH-NSK,Agra
2025-09-15,DOB,Pending,MH-MUM,Chennai
2026-04-04,Name,Pending,DL-NDL,Coimbatore
2024-10-28,Photo,Pending,MH-NSK,Agra
2024-05-15,Address,Rejected,MH-NSK,New Delhi
2024-07-20,Email,Rejected,MH-NSK,Pune
2024-05-23,Email,Approved,TN-CHN,Coimbatore
2026-03-16,Photo,Approved,UP-LKO,Lucknow
2026-01-20,DOB,Pending,TN-CHN,Mumbai
2024-05-23,Biometric,Pending,UP-AGR,Pune
2026-03-12,Name,Approved,KA-MYS,Coimbatore
2026-04-16,Biometric,Rejected,MH-MUM,Mysuru
2026-01-19,Address,Approved,MH-PUN,Lucknow
2024-10-01,Address,Pending,TN-CHN,Pune
2025-02-24,Name,Approved,MH-PUN,Pune
2024-12-06,Name,Approved,MH-PUN,Coimbatore
2025-05-23,Address,Rejected,DL-NDL,New Delhi
2025-01-06,Mobile,Approved,TN-CBE,Nashik
2024-08-12,Name,Rejected,TN-CHN,Chennai
2024-09-12,DOB,Rejected,TN-CHN,Nashik
2026-01-02,Mobile,Approved,DL-NDL,Mumbai
2025-01-28,Mobile,Approved,DL-NDL,Nashik
2025-01-25,DOB,Approved,TN-CBE,Mysuru
2025-02-22,Photo,Rejected,UP-AGR,Bengaluru
2025-03-03,Address,Rejected,DL-NDL,Chennai
2024-08-11,Biometric,Rejected,MH-PUN,Mumbai
2025-03-30,DOB,Rejected,DL-NDL,Mumbai
2024-06-03,DOB,Pending,DL-NDL,Chennai
2025-03-02,Name,Approved,KA-MYS,Coimbatore
2026-02-16,Photo,Rejected,TN-CBE,Pune
2025-12-24,Name,Pending,MH-NSK,Chennai
2024-11-27,DOB,Pending,MH-PUN,Coimbatore
2025-03-22,Mobile,Approved,DL-NDL,Mysuru
2024-11-29,Email,Approved,KA-MYS,Chennai
2024-09-21,Mobile,Approved,TN-CBE,Mysuru
2026-04-08,Photo,Approved,KA-MYS,Nashik
2025-05-05,Email,Pending,MH-MUM,Bengaluru
2025-09-14,Photo,Pending,KA-MYS,Nashik
2024-08-02,DOB,Pending,MH-MUM,Lucknow
2025-04-24,Photo,Approved,KA-MYS,Mysuru
2025-03-18,Name,Approved,DL-NDL,Coimbatore
2024-10-02,Mobile,Rejected,KA-MYS,Coimbatore
2025-07-22,Photo,Approved,KA-BLR,Lucknow
2024-06-06,Mobile,Pending,MH-NSK,Bengaluru
2025-08-14,DOB,Approved,MH-NSK,Agra
2024-12-23,Mobile,Pending,KA-MYS,Pune
2025-08-21,DOB,Rejected,MH-NSK,Nashik
2025-11-30,Photo,Approved,TN-CBE,Chennai
2026-03-25,Email,Pending,UP-LKO,Lucknow
2025-12-07,Mobile,Rejected,UP-LKO,Bengaluru
2026-03-03,Biometric,Approved,TN-CHN,Nashik
2024-10-15,Biometric,Pending,MH-MUM,Mysuru
2024-12-10,Biometric,Pending,UP-LKO,Coimbatore
2026-03-01,Biometric,Rejected,TN-CBE,Mysuru
2026-01-23,Name,Rejected,TN-CBE,Chennai
2024-07-10,Biometric,Approved,KA-MYS,Mumbai
2024-06-04,Name,Rejected,MH-NSK,Nashik
2025-06-28,Biometric,Pending,UP-LKO,Chennai
2025-03-21,DOB,Approved,MH-NSK,Nashik
2025-06-09,Photo,Approved,UP-LKO,Mumbai
2024-08-17,Mobile,Approved,KA-BLR,Lucknow
2024-07-06,Name,Pending,MH-NSK,New Delhi
2025-01-27,Email,Rejected,TN-CHN,Mysuru
2025-11-08,Name,Approved,KA-MYS,Bengaluru
2024-12-17,DOB,Approved,KA-MYS,Chennai
2026-01-25,Name,Approved,KA-MYS,Lucknow
2024-10-30,DOB,Rejected,MH-MUM,Coimbatore
2024-12-07,Name,Pending,UP-AGR,Chennai
2025-03-22,DOB,Pending,KA-BLR,Pune
2025-05-22,Photo,Approved,MH-NSK,Mysuru
2024-08-14,Email,Pending,TN-CBE,Mumbai
2024-10-21,Email,Approved,KA-BLR,Coimbatore
2026-03-03,Name,Approved,MH-MUM,Bengaluru
2024-08-15,DOB,Approved,DL-NDL,Mumbai
2024-08-15,Mobile,Approved,KA-MYS,Chennai
2025-05-04,Name,Approved,MH-NSK,Bengaluru
2025-11-06,DOB,Rejected,TN-CHN,Pune
2024-12-17,Email,Approved,KA-MYS,Pune
2024-11-05,Photo,Rejected,UP-AGR,Chennai
2025-04-17,Mobile,Pending,KA-MYS,Chennai
2024-08-03,Address,Rejected,KA-MYS,New Delhi
2025-11-02,Name,Rejected,MH-PUN,Mumbai
2024-11-15,Name,Approved,MH-PUN,New Delhi
2024-06-28,DOB,Approved,MH-PUN,Bengaluru
2024-10-09,Biometric,Rejected,UP-AGR,Mysuru
2025-06-02,Address,Approved,TN-CBE,Mumbai
2024-08-07,Name,Approved,TN-CBE,Lucknow
2025-02-28,Biometric,Approved,TN-CHN,Bengaluru
2024-10-13,Address,Approved,UP-LKO,Coimbatore
2024-07-22,Address,Approved,TN-CHN,Nashik
2024-09-27,Name,Approved,UP-LKO,Pune
2024-08-16,Email,Approved,MH-MUM,Coimbatore
2025-01-13,DOB,Approved,MH-MUM,New Delhi
2025-04-18,Mobile,Approved,KA-BLR,Mysuru
2025-06-10,Email,Approved,DL-NDL,Agra
2025-02-18,Address,Rejected,DL-NDL,Lucknow
2025-03-18,Email,Approved,TN-CBE,Nashik
2024-08-18,Email,Pending,MH-PUN,Lucknow
2025-08-24,DOB,Pending,UP-LKO,Bengaluru
2025-03-19,Biometric,Approved,MH-PUN,Nashik
2025-04-11,Address,Approved,KA-MYS,Agra
2025-04-23,Mobile,Pending,MH-NSK,Mysuru
2024-08-25,Address,Approved,UP-LKO,Pune
2024-10-18,Email,Rejected,MH-MUM,Mumbai
2026-02-09,Address,Pending,TN-CBE,Mysuru
2024-11-24,Address,Approved,KA-BLR,Bengaluru
2026-02-21,Mobile,Pending,KA-BLR,Mysuru
2024-12-13,Address,Approved,MH-NSK,Nashik
2025-04-23,Email,Rejected,TN-CHN,New Delhi
2024-05-07,Photo,Approved,MH-PUN,Chennai
2024-09-30,Address,Approved,UP-LKO,Mysuru
2025-10-03,DOB,Pending,KA-MYS,Mumbai
2024-12-03,Biometric,Approved,TN-CHN,Nashik
2026-04-07,Mobile,Approved,MH-NSK,New Delhi
2025-07-22,Email,Approved,KA-BLR,Lucknow
2025-12-08,Photo,Approved,KA-MYS,Nashik
2026-01-28,Address,Approved,TN-CBE,Pune
2025-07-28,Mobile,Approved,MH-MUM,Chennai
2024-12-07,Biometric,Approved,KA-BLR,Lucknow
2025-04-24,Photo,Approved,UP-AGR,Mysuru
2024-07-19,Mobile,Rejected,MH-NSK,Mumbai
2024-12-25,Address,Approved,MH-MUM,Coimbatore
2025-01-07,Name,Rejected,TN-CBE,Mysuru
2025-10-08,Name,Rejected,UP-AGR,Agra
2026-03-15,Mobile,Approved,UP-AGR,Nashik
2025-12-21,Email,Rejected,KA-BLR,Pune
2024-11-04,Mobile,Approved,TN-CHN,Agra
2025-12-18,Name,Pending,MH-MUM,Nashik
2024-12-18,Mobile,Pending,MH-PUN,Mumbai
2025-01-17,Photo,Approved,TN-CHN,Bengaluru
2025-07-16,Biometric,Approved,MH-NSK,Lucknow
2025-06-08,Name,Pending,MH-MUM,Nashik
2024-08-09,Email,Approved,MH-MUM,Mysuru
2025-03-29,Address,Approved,KA-BLR,Pune
2024-06-25,Name,Pending,TN-CBE,Chennai
2026-02-11,Address,Rejected,KA-MYS,Lucknow
2025-02-25,Photo,Rejected,MH-MUM,Lucknow
2025-11-19,Name,Approved,TN-CHN,Chennai
2025-11-25,DOB,Rejected,DL-NDL,Coimbatore
2024-06-08,Mobile,Approved,TN-CBE,Coimbatore
2024-08-21,Email,Pending,UP-LKO,Bengaluru
2024-05-12,Mobile,Approved,UP-LKO,Bengaluru
2025-07-09,Mobile,Rejected,UP-LKO,New Delhi
2026-01-12,Address,Approved,DL-NDL,Agra
2024-07-26,DOB,Approved,MH-PUN,Coimbatore
2025-09-04,Name,Rejected,KA-BLR,Chennai
2026-04-18,Photo,Rejected,UP-AGR,Nashik
2025-03-12,DOB,Approved,MH-MUM,Agra
2025-01-27,Name,Approved,KA-BLR,New Delhi
2025-01-21,Email,Rejected,TN-CBE,Nashik
2026-03-09,Biometric,Pending,UP-AGR,Mumbai
2025-10-16,DOB,Pending,MH-MUM,Bengaluru
2025-05-24,Name,Approved,MH-PUN,Nashik
2024-10-17,Email,Approved,UP-LKO,Mumbai
2024-08-01,Mobile,Approved,TN-CBE,Mysuru
2025-09-15,Email,Rejected,KA-BLR,Bengaluru
2024-05-23,Name,Approved,TN-CHN,Lucknow
2026-02-03,Email,Approved,TN-CHN,Mysuru
2025-09-07,Email,Approved,TN-CBE,Mysuru
2026-01-12,Email,Approved,UP-AGR,Mysuru
2025-10-27,Biometric,Approved,TN-CHN,Bengaluru
2025-03-06,Biometric,Approved,MH-NSK,Mysuru
2024-09-14,Address,Approved,UP-LKO,New Delhi
2025-08-03,Photo,Approved,MH-NSK,Mysuru
2025-11-06,Address,Approved,TN-CHN,Lucknow
2026-01-14,Email,Rejected,UP-LKO,Mumbai
2025-03-17,Name,Approved,MH-PUN,Coimbatore
2025-04-18,Name,Approved,UP-AGR,Pune
2025-06-22,Photo,Approved,DL-NDL,Lucknow
2025-08-27,DOB,Approved,KA-MYS,Bengaluru
2025-06-22,Email,Approved,TN-CBE,Lucknow
2025-09-23,Email,Approved,TN-CBE,New Delhi
2024-12-31,Mobile,Pending,MH-PUN,Chennai
2024-06-14,Photo,Approved,DL-NDL,Mumbai
2025-04-12,Mobile,Approved,MH-NSK,Chennai
2026-01-04,Biometric,Approved,MH-PUN,Mumbai
2025-07-20,Name,Approved,MH-NSK,Lucknow
2025-06-27,Name,Approved,MH-MUM,Coimbatore
2025-02-19,Name,Rejected,UP-AGR,Bengaluru
2025-01-06,Email,Rejected,UP-LKO,Coimbatore
2025-02-27,Address,Approved,UP-LKO,New Delhi
2024-06-07,Email,Rejected,MH-MUM,Agra
2025-12-13,Name,Approved,DL-NDL,Bengaluru
2025-11-05,Biometric,Rejected,UP-AGR,Mumbai
2025-08-26,Name,Approved,KA-BLR,Lucknow
2025-03-12,DOB,Approved,MH-NSK,Lucknow
2025-02-09,Name,Approved,TN-CBE,New Delhi
2026-01-13,Email,Approved,MH-MUM,Chennai
2026-04-09,Email,Approved,TN-CHN,Mysuru
2025-08-27,Address,Approved,KA-MYS,Mysuru
2024-09-27,Name,Pending,UP-AGR,Coimbatore
2024-09-16,Address,Rejected,MH-NSK,Bengaluru
2024-06-19,Email,Approved,MH-MUM,Bengaluru
2024-08-18,Mobile,Approved,DL-NDL,Chennai
2024-08-18,Address,Pending,KA-BLR,Chennai
2024-11-22,Biometric,Approved,KA-MYS,Mumbai
2026-01-10,Biometric,Rejected,MH-NSK,Nashik
2024-05-29,DOB,Approved,MH-MUM,Lucknow
2024-11-09,Photo,Approved,MH-NSK,Mumbai
2026-03-18,Mobile,Approved,MH-NSK,Agra
2024-07-21,Mobile,Rejected,DL-NDL,Chennai
2024-10-30,Email,Approved,MH-PUN,Mysuru
2025-10-11,Name,Approved,MH-NSK,Mysuru
2024-11-22,Email,Approved,TN-CBE,New Delhi
2024-12-17,DOB,Pending,MH-PUN,Pune
2024-11-14,Photo,Rejected,MH-PUN,Nashik
2024-05-24,DOB,Rejected,UP-AGR,Coimbatore
2024-10-19,DOB,Approved,DL-NDL,Chennai
2025-07-21,Address,Approved,MH-MUM,Bengaluru
2025-12-29,Photo,Pending,TN-CHN,Chennai
2024-09-24,Email,Approved,MH-MUM,Bengaluru
2025-07-23,Photo,Approved,TN-CHN,Chennai
2024-07-13,Biometric,Approved,TN-CBE,Pune
2025-10-25,Biometric,Approved,MH-MUM,New Delhi
2024-05-09,Email,Approved,KA-MYS,Lucknow
2026-01-31,Name,Approved,TN-CHN,Lucknow
2024-07-22,Biometric,Rejected,MH-PUN,Agra
2024-12-31,Biometric,Approved,DL-NDL,Lucknow
2025-10-11,Photo,Rejected,TN-CHN,Mumbai
2024-08-06,Mobile,Approved,MH-MUM,Mysuru
2025-08-03,Biometric,Rejected,DL-NDL,Bengaluru
2024-10-08,Email,Approved,UP-AGR,New Delhi
2025-02-05,Email,Approved,UP-LKO,Bengaluru
2025-11-19,Address,Approved,DL-NDL,Bengaluru
2024-10-19,Mobile,Approved,TN-CBE,Mysuru
2024-07-05,Address,Pending,MH-PUN,Mumbai
2025-09-29,Email,Approved,TN-CHN,Mumbai
2025-09-19,Biometric,Approved,DL-NDL,Mumbai
2026-04-14,Name,Approved,MH-NSK,Mumbai
2025-08-02,DOB,Pending,UP-AGR,Coimbatore
2025-01-23,Mobile,Pending,MH-NSK,Coimbatore
2024-05-19,Name,Pending,TN-CHN,Coimbatore
2026-02-26,Biometric,Approved,MH-MUM,Mumbai
2025-04-29,Photo,Pending,KA-BLR,Coimbatore
2025-10-21,Mobile,Approved,KA-MYS,Lucknow
2025-06-01,Photo,Approved,TN-CBE,Nashik
2026-03-09,Biometric,Approved,MH-MUM,Coimbatore
2024-09-11,Name,Rejected,UP-AGR,Chennai
2025-10-02,Photo,Approved,DL-NDL,Lucknow
2024-05-25,Mobile,Approved,TN-CHN,Mumbai
2026-03-10,Mobile,Approved,MH-PUN,Lucknow
2025-01-08,Email,Rejected,TN-CHN,New Delhi
2025-04-15,Name,Approved,MH-NSK,Nashik
2024-07-17,Biometric,Approved,KA-BLR,Pune
2025-12-06,DOB,Approved,MH-NSK,Agra
2026-02-24,DOB,Rejected,DL-NDL,Pune
2024-06-01,Email,Approved,KA-BLR,New Delhi
2024-10-18,Email,Approved,TN-CHN,Mysuru
2024-09-28,Name,Approved,MH-PUN,Pune
2024-06-19,Photo,Approved,UP-LKO,New Delhi
2025-09-26,DOB,Approved,UP-LKO,Coimbatore
2025-09-02,Name,Approved,MH-NSK,Pune
2024-07-13,Biometric,Approved,UP-AGR,Mumbai
2024-08-20,Name,Approved,UP-LKO,Coimbatore
2025-07-07,Mobile,Approved,KA-BLR,Coimbatore
2025-01-06,Address,Pending,KA-BLR,Bengaluru
2026-01-09,Email,Approved,MH-NSK,Pune
2026-03-09,Email,Approved,TN-CHN,Agra
2026-01-29,Address,Approved,MH-PUN,Mysuru
2024-08-09,Name,Rejected,MH-NSK,Coimbatore
2025-09-23,Email,Rejected,DL-NDL,Lucknow
2025-06-18,Photo,Pending,MH-MUM,Mysuru
2025-09-21,Photo,Approved,KA-MYS,New Delhi
2024-08-11,Address,Approved,TN-CBE,Pune
2024-07-01,Name,Pending,TN-CHN,Chennai
2025-03-29,Mobile,Approved,TN-CHN,Pune
2025-07-12,DOB,Approved,KA-MYS,Bengaluru
2025-08-07,Biometric,Approved,TN-CBE,Pune
2025-10-13,Name,Rejected,MH-MUM,Mysuru
2025-09-11,Mobile,Approved,UP-AGR,Coimbatore
2025-12-21,DOB,Rejected,KA-MYS,Nashik
2024-11-08,DOB,Approved,UP-AGR,Lucknow
2024-07-03,Photo,Rejected,UP-LKO,Coimbatore
2024-09-02,Photo,Pending,DL-NDL,Pune
2024-07-28,Photo,Pending,KA-BLR,Coimbatore
2024-07-02,Photo,Approved,UP-AGR,Agra
2025-08-02,Mobile,Rejected,UP-LKO,Nashik
2025-11-05,Mobile,Approved,MH-MUM,Pune
2024-06-18,Name,Rejected,TN-CBE,Mumbai
2026-02-15,Mobile,Approved,UP-LKO,New Delhi
2025-10-14,Photo,Approved,KA-MYS,Agra
2024-12-31,Mobile,Approved,TN-CBE,Agra
2024-09-23,Biometric,Pending,MH-MUM,Pune
2024-11-28,Email,Approved,KA-BLR,Chennai
2025-03-20,Photo,Rejected,MH-NSK,Agra
2024-09-21,Address,Approved,UP-LKO,New Delhi
2024-08-27,Biometric,Approved,KA-MYS,Mysuru
2024-11-15,Photo,Rejected,MH-NSK,New Delhi
2025-02-22,Mobile,Approved,KA-MYS,Nashik
2025-05-10,Mobile,Approved,MH-NSK,Nashik
2024-10-11,Email,Approved,UP-AGR,Chennai
2024-08-29,Biometric,Pending,KA-BLR,Mysuru
2025-12-30,Address,Approved,UP-AGR,Agra
2025-08-11,Photo,Approved,KA-BLR,Lucknow
2026-01-06,DOB,Approved,MH-NSK,Pune
2026-01-17,Address,Approved,KA-BLR,Bengaluru
2024-10-25,Address,Approved,TN-CHN,Chennai
2025-11-17,Address,Approved,UP-AGR,Mumbai
2024-07-06,Biometric,Rejected,UP-LKO,Mumbai
2024-04-30,Address,Pending,TN-CHN,Bengaluru
2024-07-21,Photo,Approved,UP-LKO,Bengaluru
2026-03-02,Name,Approved,MH-PUN,Mumbai
2024-08-19,Address,Approved,TN-CHN,New Delhi
2025-11-08,Mobile,Approved,UP-AGR,Bengaluru
2025-04-15,DOB,Approved,UP-LKO,Coimbatore
2025-06-19,Email,Pending,KA-BLR,Mumbai
2026-01-03,Address,Pending,UP-AGR,New Delhi
2024-12-29,Name,Approved,KA-BLR,Pune
2026-01-30,DOB,Approved,MH-PUN,Mumbai
2025-01-21,Mobile,Rejected,KA-MYS,Lucknow
2024-04-30,Address,Pending,TN-CBE,Agra
2024-09-19,Email,Approved,KA-MYS,Chennai
2025-10-31,Address,Approved,MH-MUM,Agra
2026-02-18,Email,Approved,MH-PUN,New Delhi
2025-01-27,Name,Approved,UP-AGR,Agra
2024-10-12,Address,Approved,MH-MUM,Chennai
2025-10-31,DOB,Approved,DL-NDL,Pune
2025-10-23,Address,Approved,KA-MYS,Lucknow
2024-08-29,Mobile,Pending,UP-LKO,Coimbatore
2025-07-24,Mobile,Rejected,MH-NSK,Coimbatore
2024-06-04,Biometric,Rejected,MH-PUN,Mysuru
